Project_name,Commit,TP_Semantic,TP_Semantic_Auto,TP_Semantic_Manual,FP,TN,FN,CR_Semantic,CR_Fine,FineDiffs,FineDiffs_Auto_Resolved,FineDiffs_Manual_Resolved,Status
realm-java,3bfb79bfe048114be4e73eba3d6e9503583a2752,1,1,0,0,0,0,1,30,31,1,30
realm-java,5d5b9d079f30a5de84393f5d6ea41279234e3a56,1,1,0,0,0,0,1,0,1,1,0
realm-java,5e5c3c1e2f31aed7ef8ffb0deeaff70bfb72a5ed,2,1,1,0,0,0,2,2,4,1,3
realm-java,7dc475924f49bcea2157ec11e6d2d27868db286e,4,4,0,0,0,0,4,3,7,4,3
realm-java,8a26445bda8257df9e754235fab41939084094c7,3,0,3,0,0,0,3,9,12,0,12
realm-java,8a424e815ddd465f32e56ac01a483372600e524c,6,6,0,1,0,0,7,8,24,16,8
realm-java,8f65b388098679ac7d0e4031ed94aec61a2d07ad,11,10,1,0,0,0,11,18,36,17,19
realm-java,9a5515e235b836664edcc0eb9b00875a05770860,4,4,0,0,0,0,4,8,12,4,8
redpen,810ef27f418203ff234102cf7fe5fa28f2cedb7d,0,0,0,0,0,0,0,2,3,1,2
redpen,b0bae90319a3edcfcdce388f61c053e017e72748,0,0,0,0,0,0,0,1,1,0,1
storm,037a9754fdee063d2238a9c41e6ffdb79759d33d,4,2,2,0,0,0,4,8,16,6,10
storm,0a98bee214b46ed20b566a9b49c3eca2895f9fd5,0,0,0,0,0,0,0,1,1,0,1
storm,11768ba2025c89ec6cccc232f682c50a46865dc8,9,9,0,0,0,2,11,5,19,14,5
storm,154ec7b6daec34c6289eaed1846d6bfba809f6ab,1,1,0,0,0,0,1,3,5,2,3
storm,20799b2e5a3eb983e017ce55cc0f5dff1cea7bd5,2,1,1,0,0,0,2,2,4,1,3
storm,2819989001fe0352aa65201192358cdc69fc9356,1,1,0,0,0,0,1,2,6,4,2
storm,3dc29e0dfde9923b54239714f5d7333cd1d11495,2,2,0,0,0,0,2,0,2,2,0
storm,62d725a85e7869290805cdbe55f1f3bce1f905de,6,5,1,0,0,0,6,12,24,11,13
storm,6589ab56b351809ce50aef18f1b0246ba6383c48,0,0,0,0,0,0,0,0,0,0,0
storm,672c3c002d0fc88de846ec4bdb98898e4104825d,0,0,0,0,0,0,0,0,0,0,0
storm,6c0f4f01aaef6c7a728db45c6d1b3726f2da1ab9,0,0,0,0,0,0,0,0,0,0,0
storm,84b7deaa5badc07b7ea8a88fef589577c837f8ee,0,0,0,0,0,0,0,0,0,0,0
storm,9b41ddfd599f6b0538095ee43fa8cf72d8f96d03,0,0,0,0,0,0,0,0,0,0,0
storm,a2502c3bc3bcd4caf3800bb645058abb61d2a071,0,0,0,0,0,0,0,0,0,0,0
storm,b47932d899917a8a2d1a5d9a671a448b147a7432,1,0,1,0,0,0,1,0,1,0,1
storm,bc391722098c1e66f6ebe0377a3de6b51a7cf38c,1,1,0,0,0,0,1,2,3,1,2
syncany,067742526d201ef6992e09d1e0fca71771f24dde,3,3,0,0,0,0,3,0,3,3,0
syncany,068b018d5b9f19a646436dd0ea0b781311ed6f00,2,2,0,1,0,0,3,5,8,3,5
syncany,0dba3efc0dbc65ae53136baa2717b63410b6a78d,22,22,0,0,0,0,22,55,101,46,55
syncany,161b2d147b39abd486630b0b6a495039a7aae8b5,3,1,2,0,0,0,3,1,4,1,3
syncany,24dc9b5d37e41ab269b44acab098d52e5f686418,3,2,1,0,0,0,3,5,8,2,6
syncany,2b59ffd008022d6fa27d22c00373ffb7b40d653e,1,1,0,0,0,0,1,1,2,1,1
syncany,3f52e3240fb81b8c61d63cacd2b8bd8746445830,30,29,1,4,0,1,35,29,78,48,30
syncany,705e0143d09c745524dd84cf99469dda6bc05aa1,28,28,0,1,0,2,31,14,45,31,14
syncany,a47fc1dccd876052e7fdfedb6ddfef2f3dd60ff3,1,1,0,0,0,0,1,0,1,1,0
syncany,ab684fbcbf3e7999e57bd854b2cb3573d0cd77ff,0,0,0,0,0,0,0,0,0,0,0
syncany,add2848df71d9e88ef2be3f01ac6725bd057b5a0,20,19,1,3,0,2,25,29,79,49,30
syncany,b6f7a28a9d333ebc5c65cbdcb19c5ab5b617fc4e,0,0,0,0,0,0,0,3,4,1,3
syncany,e84d8e403ed8267e0dc2cdb1cf185ab920929ccb,0,0,0,0,0,0,0,2,4,2,2
titan,3003b1b90e429c71ec44c9c95f5c91945a1ed069,10,10,0,1,0,1,12,7,21,14,7
titan,411a45c694006a80b591da2c4b0347928fa3721a,0,0,0,0,0,0,0,0,0,0,0
titan,68175b0a4c26bf6bd3920cb89fb110c79979356c,5,5,0,0,0,0,5,34,38,4,34
titan,70f3ad0364e67da54b03eabead1175af5ad94da2,28,28,0,0,0,0,28,16,47,31,16
titan,95aa6077d36145608a21dc92dae4140715206cbf,0,0,0,0,0,0,0,1,1,0,1
titan,ef37b417f5532f1f2d6731f5d88c4119be4c53ae,8,5,3,0,0,0,8,16,25,6,19
